year,match_id,match_date,stage,group_stage,knockout_stage,home_team,away_team,home_score,away_score,total_goals,stadium_name,city_name,country_name,host_country,is_host_match,extra_time,penalty_shootout,attendance,is_partial_edition
1994,M-1994-52,1994-07-17,Final,0,1,Brazil,Italy,0,0,0,Rose Bowl,Pasadena,United States,United States,0,1,1,94194.0,0
1998,M-1998-01,1998-06-10,Group Stage,1,0,Brazil,Scotland,2,1,3,Stade de France,Saint-Denis,France,France,0,0,0,80000.0,0
1998,M-1998-02,1998-06-10,Group Stage,1,0,Morocco,Norway,2,2,4,Stade de la Mosson,Montpellier,France,France,0,0,0,29750.0,0
1998,M-1998-03,1998-06-11,Group Stage,1,0,Italy,Chile,2,2,4,Stade du Parc Lescure,Bordeaux,France,France,0,0,0,35200.0,0
1998,M-1998-04,1998-06-11,Group Stage,1,0,Cameroon,Austria,1,1,2,Stade de Toulouse,Toulouse,France,France,0,0,0,36500.0,0
1998,M-1998-05,1998-06-12,Group Stage,1,0,Paraguay,Bulgaria,0,0,0,Stade de la Mosson,Montpellier,France,France,0,0,0,27650.0,0
1998,M-1998-06,1998-06-12,Group Stage,1,0,Saudi Arabia,Denmark,0,1,1,Stade Félix-Bollaert,Lens,France,France,0,0,0,38100.0,0
1998,M-1998-07,1998-06-12,Group Stage,1,0,France,South Africa,3,0,3,Stade Vélodrome,Marseille,France,France,1,0,0,55000.0,0
1998,M-1998-08,1998-06-13,Group Stage,1,0,Spain,Nigeria,2,3,5,Stade de la Beaujoire,Nantes,France,France,0,0,0,38000.0,0
1998,M-1998-09,1998-06-13,Group Stage,1,0,South Korea,Mexico,1,3,4,Stade de Gerland,Lyon,France,France,0,0,0,39100.0,0
1998,M-1998-10,1998-06-13,Group Stage,1,0,Netherlands,Belgium,0,0,0,Stade de France,Saint-Denis,France,France,0,0,0,77000.0,0
1998,M-1998-11,1998-06-14,Group Stage,1,0,Argentina,Japan,1,0,1,Stade de Toulouse,Toulouse,France,France,0,0,0,33500.0,0
1998,M-1998-12,1998-06-14,Group Stage,1,0,Yugoslavia,Iran,1,0,1,Stade Geoffroy-Guichard,Saint-Étienne,France,France,0,0,0,,0
1998,M-1998-13,1998-06-14,Group Stage,1,0,Jamaica,Croatia,1,3,4,Stade Félix-Bollaert,Lens,France,France,0,0,0,38100.0,0
1998,M-1998-14,1998-06-15,Group Stage,1,0,England,Tunisia,2,0,2,Stade Vélodrome,Marseille,France,France,0,0,0,54587.0,0
1998,M-1998-15,1998-06-15,Group Stage,1,0,Romania,Colombia,1,0,1,Stade de Gerland,Lyon,France,France,0,0,0,43300.0,0
1998,M-1998-16,1998-06-15,Group Stage,1,0,Germany,United States,2,0,2,Parc des Princes,Paris,France,France,0,0,0,49000.0,0
1998,M-1998-17,1998-06-16,Group Stage,1,0,Scotland,Norway,1,1,2,Stade du Parc Lescure,Bordeaux,France,France,0,0,0,31800.0,0
1998,M-1998-18,1998-06-16,Group Stage,1,0,Brazil,Morocco,3,0,3,Stade de la Beaujoire,Nantes,France,France,0,0,0,38500.0,0
1998,M-1998-19,1998-06-17,Group Stage,1,0,Chile,Austria,1,1,2,Stade Geoffroy-Guichard,Saint-Étienne,France,France,0,0,0,36000.0,0
1998,M-1998-20,1998-06-17,Group Stage,1,0,Italy,Cameroon,3,0,3,Stade de la Mosson,Montpellier,France,France,0,0,0,35500.0,0
1998,M-1998-21,1998-06-18,Group Stage,1,0,South Africa,Denmark,1,1,2,Stade de Toulouse,Toulouse,France,France,0,0,0,33500.0,0
1998,M-1998-22,1998-06-18,Group Stage,1,0,France,Saudi Arabia,4,0,4,Stade de France,Saint-Denis,France,France,1,0,0,80000.0,0
1998,M-1998-23,1998-06-19,Group Stage,1,0,Nigeria,Bulgaria,1,0,1,Parc des Princes,Paris,France,France,0,0,0,48000.0,0
1998,M-1998-24,1998-06-19,Group Stage,1,0,Spain,Paraguay,0,0,0,Stade Geoffroy-Guichard,Saint-Étienne,France,France,0,0,0,36000.0,0
1998,M-1998-25,1998-06-20,Group Stage,1,0,Japan,Croatia,0,1,1,Stade de la Beaujoire,Nantes,France,France,0,0,0,35500.0,0
1998,M-1998-26,1998-06-20,Group Stage,1,0,Belgium,Mexico,2,2,4,Stade du Parc Lescure,Bordeaux,France,France,0,0,0,31800.0,0
1998,M-1998-27,1998-06-20,Group Stage,1,0,Netherlands,South Korea,5,0,5,Stade Vélodrome,Marseille,France,France,0,0,0,55000.0,0
1998,M-1998-28,1998-06-21,Group Stage,1,0,Germany,Yugoslavia,2,2,4,Stade Félix-Bollaert,Lens,France,France,0,0,0,,0
1998,M-1998-29,1998-06-21,Group Stage,1,0,Argentina,Jamaica,5,0,5,Parc des Princes,Paris,France,France,0,0,0,45500.0,0
1998,M-1998-30,1998-06-21,Group Stage,1,0,United States,Iran,1,2,3,Stade de Gerland,Lyon,France,France,0,0,0,43300.0,0
1998,M-1998-31,1998-06-22,Group Stage,1,0,Colombia,Tunisia,1,0,1,Stade de la Mosson,Montpellier,France,France,0,0,0,35500.0,0
1998,M-1998-32,1998-06-22,Group Stage,1,0,Romania,England,2,1,3,Stade de Toulouse,Toulouse,France,France,0,0,0,33140.0,0
1998,M-1998-33,1998-06-23,Group Stage,1,0,Chile,Cameroon,1,1,2,Stade de la Beaujoire,Nantes,France,France,0,0,0,39500.0,0
1998,M-1998-34,1998-06-23,Group Stage,1,0,Italy,Austria,2,1,3,Stade de France,Saint-Denis,France,France,0,0,0,80000.0,0
1998,M-1998-35,1998-06-23,Group Stage,1,0,Brazil,Norway,1,2,3,Stade Vélodrome,Marseille,France,France,0,0,0,57000.0,0
1998,M-1998-36,1998-06-23,Group Stage,1,0,Scotland,Morocco,0,3,3,Stade Geoffroy-Guichard,Saint-Étienne,France,France,0,0,0,36000.0,0
1998,M-1998-37,1998-06-24,Group Stage,1,0,France,Denmark,2,1,3,Stade de Gerland,Lyon,France,France,1,0,0,39100.0,0
1998,M-1998-38,1998-06-24,Group Stage,1,0,South Africa,Saudi Arabia,2,2,4,Stade du Parc Lescure,Bordeaux,France,France,0,0,0,31800.0,0
1998,M-1998-39,1998-06-24,Group Stage,1,0,Nigeria,Paraguay,1,3,4,Stade de Toulouse,Toulouse,France,France,0,0,0,33400.0,0
1998,M-1998-40,1998-06-24,Group Stage,1,0,Spain,Bulgaria,6,1,7,Stade Félix-Bollaert,Lens,France,France,0,0,0,41275.0,0
1998,M-1998-41,1998-06-25,Group Stage,1,0,Belgium,South Korea,1,1,2,Parc des Princes,Paris,France,France,0,0,0,45500.0,0
1998,M-1998-42,1998-06-25,Group Stage,1,0,Netherlands,Mexico,2,2,4,Stade Geoffroy-Guichard,Saint-Étienne,France,France,0,0,0,30600.0,0
1998,M-1998-43,1998-06-25,Group Stage,1,0,Germany,Iran,2,0,2,Stade de la Mosson,Montpellier,France,France,0,0,0,35500.0,0
1998,M-1998-44,1998-06-25,Group Stage,1,0,United States,Yugoslavia,0,1,1,Stade de la Beaujoire,Nantes,France,France,0,0,0,,0
1998,M-1998-45,1998-06-26,Group Stage,1,0,Argentina,Croatia,1,0,1,Stade du Parc Lescure,Bordeaux,France,France,0,0,0,31800.0,0
1998,M-1998-46,1998-06-26,Group Stage,1,0,Japan,Jamaica,1,2,3,Stade de Gerland,Lyon,France,France,0,0,0,39100.0,0
1998,M-1998-47,1998-06-26,Group Stage,1,0,Colombia,England,0,2,2,Stade Félix-Bollaert,Lens,France,France,0,0,0,42000.0,0
1998,M-1998-48,1998-06-26,Group Stage,1,0,Romania,Tunisia,1,1,2,Stade de France,Saint-Denis,France,France,0,0,0,80000.0,0
1998,M-1998-49,1998-06-27,Round Of 16,0,1,Italy,Norway,1,0,1,Stade Vélodrome,Marseille,France,France,0,0,0,55000.0,0
1998,M-1998-50,1998-06-27,Round Of 16,0,1,Brazil,Chile,4,1,5,Parc des Princes,Paris,France,France,0,0,0,45500.0,0
1998,M-1998-51,1998-06-28,Round Of 16,0,1,France,Paraguay,1,0,1,Stade Félix-Bollaert,Lens,France,France,1,1,0,31800.0,0
1998,M-1998-52,1998-06-28,Round Of 16,0,1,Nigeria,Denmark,1,4,5,Stade de France,Saint-Denis,France,France,0,0,0,77000.0,0
1998,M-1998-53,1998-06-29,Round Of 16,0,1,Germany,Mexico,2,1,3,Stade de la Mosson,Montpellier,France,France,0,0,0,29800.0,0
1998,M-1998-54,1998-06-29,Round Of 16,0,1,Netherlands,Yugoslavia,2,1,3,Stade de Toulouse,Toulouse,France,France,0,0,0,,0
1998,M-1998-55,1998-06-30,Round Of 16,0,1,Romania,Croatia,0,1,1,Stade du Parc Lescure,Bordeaux,France,France,0,0,0,31800.0,0
1998,M-1998-56,1998-06-30,Round Of 16,0,1,Argentina,England,2,2,4,Stade Geoffroy-Guichard,Saint-Étienne,France,France,0,1,1,30600.0,0
1998,M-1998-57,1998-07-03,Quarter-Finals,0,1,Italy,France,0,0,0,Stade de France,Saint-Denis,France,France,1,1,1,80000.0,0
1998,M-1998-58,1998-07-03,Quarter-Finals,0,1,Brazil,Denmark,3,2,5,Stade de la Beaujoire,Nantes,France,France,0,0,0,49500.0,0
1998,M-1998-59,1998-07-04,Quarter-Finals,0,1,Netherlands,Argentina,2,1,3,Stade Vélodrome,Marseille,France,France,0,0,0,60000.0,0
1998,M-1998-60,1998-07-04,Quarter-Finals,0,1,Germany,Croatia,0,3,3,Stade de Gerland,Lyon,France,France,0,0,0,43300.0,0
1998,M-1998-61,1998-07-07,Semi-Finals,0,1,Brazil,Netherlands,1,1,2,Stade Vélodrome,Marseille,France,France,0,1,1,60000.0,0
1998,M-1998-62,1998-07-08,Semi-Finals,0,1,France,Croatia,2,1,3,Stade de France,Saint-Denis,France,France,1,0,0,80000.0,0
1998,M-1998-63,1998-07-11,Third-Place Match,0,1,Netherlands,Croatia,1,2,3,Parc des Princes,Paris,France,France,0,0,0,44000.0,0
1998,M-1998-64,1998-07-12,Final,0,1,Brazil,France,0,3,3,Stade de France,Saint-Denis,France,France,1,0,0,80000.0,0
2002,M-2002-01,2002-05-31,Group Stage,1,0,France,Senegal,0,1,1,Seoul World Cup Stadium,Seoul,South Korea,"Korea, Japan",0,0,0,62561.0,0
2002,M-2002-02,2002-06-01,Group Stage,1,0,Republic of Ireland,Cameroon,1,1,2,Niigata Stadium,Niigata,Japan,"Korea, Japan",0,0,0,33679.0,0
2002,M-2002-03,2002-06-01,Group Stage,1,0,Uruguay,Denmark,1,2,3,Ulsan Munsu Football Stadium,Ulsan,South Korea,"Korea, Japan",0,0,0,30157.0,0
2002,M-2002-04,2002-06-01,Group Stage,1,0,Germany,Saudi Arabia,8,0,8,Sapporo Dome,Sapporo,Japan,"Korea, Japan",0,0,0,32218.0,0
2002,M-2002-05,2002-06-02,Group Stage,1,0,Argentina,Nigeria,1,0,1,Kashima Stadium,Ibaraki,Japan,"Korea, Japan",0,0,0,34050.0,0
2002,M-2002-06,2002-06-02,Group Stage,1,0,Paraguay,South Africa,2,2,4,Busan Asiad Stadium,Busan,South Korea,"Korea, Japan",0,0,0,25186.0,0
2002,M-2002-07,2002-06-02,Group Stage,1,0,England,Sweden,1,1,2,Saitama Stadium,Saitama,Japan,"Korea, Japan",0,0,0,52721.0,0
2002,M-2002-08,2002-06-02,Group Stage,1,0,Spain,Slovenia,3,1,4,Gwangju World Cup Stadium,Gwangju,South Korea,"Korea, Japan",0,0,0,28588.0,0
2002,M-2002-09,2002-06-03,Group Stage,1,0,Croatia,Mexico,0,1,1,Niigata Stadium,Niigata,Japan,"Korea, Japan",0,0,0,32239.0,0
2002,M-2002-10,2002-06-03,Group Stage,1,0,Brazil,Turkey,2,1,3,Ulsan Munsu Football Stadium,Ulsan,South Korea,"Korea, Japan",0,0,0,61058.0,0
2002,M-2002-11,2002-06-03,Group Stage,1,0,Italy,Ecuador,2,0,2,Sapporo Dome,Sapporo,Japan,"Korea, Japan",0,0,0,31081.0,0
2002,M-2002-12,2002-06-04,Group Stage,1,0,China,Costa Rica,0,2,2,Gwangju World Cup Stadium,Gwangju,South Korea,"Korea, Japan",0,0,0,27217.0,0
2002,M-2002-13,2002-06-04,Group Stage,1,0,Japan,Belgium,2,2,4,Saitama Stadium,Saitama,Japan,"Korea, Japan",0,0,0,55256.0,0
2002,M-2002-14,2002-06-04,Group Stage,1,0,South Korea,Poland,2,0,2,Busan Asiad Stadium,Busan,South Korea,"Korea, Japan",0,0,0,48760.0,0
2002,M-2002-15,2002-06-05,Group Stage,1,0,Russia,Tunisia,2,0,2,Kobe Wing Stadium,Kobe,Japan,"Korea, Japan",0,0,0,30957.0,0
2002,M-2002-16,2002-06-05,Group Stage,1,0,United States,Portugal,3,2,5,Suwon World Cup Stadium,Suwon,South Korea,"Korea, Japan",0,0,0,37306.0,0
2002,M-2002-17,2002-06-05,Group Stage,1,0,Germany,Republic of Ireland,1,1,2,Kashima Stadium,Ibaraki,Japan,"Korea, Japan",0,0,0,35854.0,0
2002,M-2002-18,2002-06-06,Group Stage,1,0,Denmark,Senegal,1,1,2,Daegu World Cup Stadium,Daegu,South Korea,"Korea, Japan",0,0,0,43500.0,0
2002,M-2002-19,2002-06-06,Group Stage,1,0,Cameroon,Saudi Arabia,1,0,1,Saitama Stadium,Saitama,Japan,"Korea, Japan",0,0,0,52328.0,0
2002,M-2002-20,2002-06-06,Group Stage,1,0,France,Uruguay,0,0,0,Busan Asiad Stadium,Busan,South Korea,"Korea, Japan",0,0,0,38070.0,0
2002,M-2002-21,2002-06-07,Group Stage,1,0,Sweden,Nigeria,2,1,3,Kobe Wing Stadium,Kobe,Japan,"Korea, Japan",0,0,0,36194.0,0
2002,M-2002-22,2002-06-07,Group Stage,1,0,Spain,Paraguay,3,1,4,Jeonju World Cup Stadium,Jeonju,South Korea,"Korea, Japan",0,0,0,24000.0,0
2002,M-2002-23,2002-06-07,Group Stage,1,0,Argentina,England,0,1,1,Sapporo Dome,Sapporo,Japan,"Korea, Japan",0,0,0,35927.0,0
2002,M-2002-24,2002-06-08,Group Stage,1,0,South Africa,Slovenia,1,0,1,Daegu World Cup Stadium,Daegu,South Korea,"Korea, Japan",0,0,0,47226.0,0
2002,M-2002-25,2002-06-08,Group Stage,1,0,Italy,Croatia,1,2,3,Kashima Stadium,Ibaraki,Japan,"Korea, Japan",0,0,0,36472.0,0
